"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Regional School District 05","","2011-2012","Female","Chronically Absent Students","Percent","11.4"
"Regional School District 05","","2011-2012","Male","Chronically Absent Students","Percent","6.5"
"Regional School District 05","","2012-2013","Female","Chronically Absent Students","Percent","13.2"
"Regional School District 05","","2012-2013","Male","Chronically Absent Students","Percent","8.9"
"Regional School District 05","","2013-2014","Female","Chronically Absent Students","Percent","13.1"
"Regional School District 05","","2013-2014","Male","Chronically Absent Students","Percent","9.3"
"Regional School District 05","","2014-2015","Female","Chronically Absent Students","Percent","10.8"
"Regional School District 05","","2014-2015","Male","Chronically Absent Students","Percent","10.6"
"Regional School District 05","","2015-2016","Female","Chronically Absent Students","Percent","2.9"
"Regional School District 05","","2015-2016","Male","Chronically Absent Students","Percent","2.5"
"Regional School District 06","","2011-2012","Female","Chronically Absent Students","Percent","3.7"
"Regional School District 06","","2011-2012","Male","Chronically Absent Students","Percent","5.0"
"Regional School District 06","","2012-2013","Female","Chronically Absent Students","Percent","4.9"
"Regional School District 06","","2012-2013","Male","Chronically Absent Students","Percent","6.9"
"Regional School District 06","","2013-2014","Female","Chronically Absent Students","Percent","4.1"
"Regional School District 06","","2013-2014","Male","Chronically Absent Students","Percent","4.8"
"Regional School District 06","","2014-2015","Female","Chronically Absent Students","Percent","5.0"
"Regional School District 06","","2014-2015","Male","Chronically Absent Students","Percent","4.4"
"Regional School District 06","","2015-2016","Female","Chronically Absent Students","Percent","4.4"
"Regional School District 06","","2015-2016","Male","Chronically Absent Students","Percent","5.2"
"Regional School District 07","","2011-2012","Female","Chronically Absent Students","Percent","17.9"
"Regional School District 07","","2011-2012","Male","Chronically Absent Students","Percent","19.7"
"Regional School District 07","","2012-2013","Female","Chronically Absent Students","Percent","6.2"
"Regional School District 07","","2012-2013","Male","Chronically Absent Students","Percent","7.3"
"Regional School District 07","","2013-2014","Female","Chronically Absent Students","Percent","6.6"
"Regional School District 07","","2013-2014","Male","Chronically Absent Students","Percent","6.0"
"Regional School District 07","","2014-2015","Female","Chronically Absent Students","Percent","5.8"
"Regional School District 07","","2014-2015","Male","Chronically Absent Students","Percent","5.3"
"Regional School District 07","","2015-2016","Female","Chronically Absent Students","Percent","4.4"
"Regional School District 07","","2015-2016","Male","Chronically Absent Students","Percent","4.8"
"Regional School District 08","","2011-2012","Female","Chronically Absent Students","Percent","16.8"
"Regional School District 08","","2011-2012","Male","Chronically Absent Students","Percent","14.6"
"Regional School District 08","","2012-2013","Female","Chronically Absent Students","Percent","17.7"
"Regional School District 08","","2012-2013","Male","Chronically Absent Students","Percent","17.0"
"Regional School District 08","","2013-2014","Female","Chronically Absent Students","Percent","12.6"
"Regional School District 08","","2013-2014","Male","Chronically Absent Students","Percent","12.3"
"Regional School District 08","","2014-2015","Female","Chronically Absent Students","Percent","12.4"
"Regional School District 08","","2014-2015","Male","Chronically Absent Students","Percent","12.6"
"Regional School District 08","","2015-2016","Female","Chronically Absent Students","Percent","6.4"
"Regional School District 08","","2015-2016","Male","Chronically Absent Students","Percent","7.3"
"Regional School District 09","","2011-2012","Female","Chronically Absent Students","Percent","15.3"
"Regional School District 09","","2011-2012","Male","Chronically Absent Students","Percent","12.8"
"Regional School District 09","","2012-2013","Female","Chronically Absent Students","Percent","14.0"
"Regional School District 09","","2012-2013","Male","Chronically Absent Students","Percent","12.4"
"Regional School District 09","","2013-2014","Female","Chronically Absent Students","Percent","9.8"
"Regional School District 09","","2013-2014","Male","Chronically Absent Students","Percent","9.9"
"Regional School District 09","","2014-2015","Female","Chronically Absent Students","Percent","9.1"
"Regional School District 09","","2014-2015","Male","Chronically Absent Students","Percent","8.8"
"Regional School District 09","","2015-2016","Female","Chronically Absent Students","Percent","9.4"
"Regional School District 09","","2015-2016","Male","Chronically Absent Students","Percent","9.4"
"Regional School District 10","","2011-2012","Female","Chronically Absent Students","Percent","9.9"
"Regional School District 10","","2011-2012","Male","Chronically Absent Students","Percent","7.7"
"Regional School District 10","","2012-2013","Female","Chronically Absent Students","Percent","6.2"
"Regional School District 10","","2012-2013","Male","Chronically Absent Students","Percent","4.6"
"Regional School District 10","","2013-2014","Female","Chronically Absent Students","Percent","8.8"
"Regional School District 10","","2013-2014","Male","Chronically Absent Students","Percent","6.0"
"Regional School District 10","","2014-2015","Female","Chronically Absent Students","Percent","7.5"
"Regional School District 10","","2014-2015","Male","Chronically Absent Students","Percent","5.2"
"Regional School District 10","","2015-2016","Female","Chronically Absent Students","Percent","6.7"
"Regional School District 10","","2015-2016","Male","Chronically Absent Students","Percent","5.7"
"Regional School District 11","","2011-2012","Female","Chronically Absent Students","Percent","6.8"
"Regional School District 11","","2011-2012","Male","Chronically Absent Students","Percent","6.4"
"Regional School District 11","","2012-2013","Female","Chronically Absent Students","Percent","9.4"
"Regional School District 11","","2012-2013","Male","Chronically Absent Students","Percent","11.0"
"Regional School District 11","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Regional School District 11","","2013-2014","Male","Chronically Absent Students","Percent","8.3"
"Regional School District 11","","2014-2015","Female","Chronically Absent Students","Percent","7.4"
"Regional School District 11","","2014-2015","Male","Chronically Absent Students","Percent","6.9"
"Regional School District 11","","2015-2016","Female","Chronically Absent Students","Percent","12.9"
"Regional School District 11","","2015-2016","Male","Chronically Absent Students","Percent","6.1"
"Regional School District 12","","2011-2012","Female","Chronically Absent Students","Percent","9.2"
"Regional School District 12","","2011-2012","Male","Chronically Absent Students","Percent","7.6"
"Regional School District 12","","2012-2013","Female","Chronically Absent Students","Percent","11.1"
"Regional School District 12","","2012-2013","Male","Chronically Absent Students","Percent","10.2"
"Regional School District 12","","2013-2014","Female","Chronically Absent Students","Percent","7.9"
"Regional School District 12","","2013-2014","Male","Chronically Absent Students","Percent","6.1"
"Regional School District 12","","2014-2015","Female","Chronically Absent Students","Percent","9.3"
"Regional School District 12","","2014-2015","Male","Chronically Absent Students","Percent","8.1"
"Regional School District 12","","2015-2016","Female","Chronically Absent Students","Percent","6.4"
"Regional School District 12","","2015-2016","Male","Chronically Absent Students","Percent","5.0"
"Regional School District 13","","2011-2012","Female","Chronically Absent Students","Percent","4.0"
"Regional School District 13","","2011-2012","Male","Chronically Absent Students","Percent","4.8"
"Regional School District 13","","2012-2013","Female","Chronically Absent Students","Percent","5.2"
"Regional School District 13","","2012-2013","Male","Chronically Absent Students","Percent","4.0"
